date,MMM,AXP,AMGN,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DOW,XOM,GS,HD,HON,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PG,CRM,TRV,UNH,VZ,V,WBA,WMT,DIA,SPY
2004-07-22 00:00:00+00:00,50.3606108207,32.1046431079,42.0801066043,0.4815572714,32.7999924052,22.7846296582,23.6367755818,15.078530508,14.0535418548,19.0196451388,,24.6736377351,67.9024729953,21.8580296788,23.116122689,48.8197414521,13.9104448485,33.5136010835,22.2952870419,16.416462175,21.8174672652,18.3354314519,7.061320913,31.8365206901,3.245,23.359315843,26.2498102019,12.7626872497,,24.1672226782,35.9746764215,65.6638129673,76.5869914258
2004-07-23 00:00:00+00:00,49.7107964875,31.9585015502,41.5250392445,0.4666606133,32.6335653824,22.688570428,23.5013356538,14.7542610347,12.9630076696,18.7340648814,,24.6355863,67.9334221626,21.3406798639,22.9013827515,48.1333379295,13.5517741605,33.2156494381,22.1437421327,16.1246933515,21.7212703196,17.7221428827,6.9456749798,31.3057132076,3.26,22.790511709,25.8228505114,13.0245048731,,24.0480744974,36.1446569376,65.2065440748,75.9457475155
2004-07-26 00:00:00+00:00,49.1151333488,32.4832825984,41.6308020793,0.4751729894,32.5919586267,22.4964519677,23.4411401303,14.479336916,12.7133327377,18.6443110863,,24.6410222193,67.529934104,21.2630773917,23.0340162423,48.2694840828,13.7311095045,33.0309194179,22.1073713545,16.0651486936,21.6443127631,18.1204643246,6.9150337497,31.6814533356,3.32,23.442399593,26.1471756609,13.4596383881,,23.7899201056,35.7978966848,65.1804144238,75.7993770018
2004-07-27 00:00:00+00:00,49.9695188609,32.8419936945,41.9375893092,0.4929577749,33.4379626592,22.3632085194,23.5389578561,14.5991756344,12.5554922635,18.7259054455,,24.6845095737,68.8955859944,21.6187553894,23.5898137277,48.7176318372,13.9104448485,33.1620181419,22.3740903947,16.3688264487,21.6635521522,17.981367948,6.9931194652,32.1406912699,3.285,23.9025557464,25.2480970819,13.9611482021,,24.6504347449,36.6477992651,65.9447067156,76.5103207916
2004-07-28 00:00:00+00:00,49.3317381265,33.140919608,42.7551885284,0.4905256675,33.9857849425,22.7536428097,23.6543326095,14.4511395705,12.5354034759,18.6361516503,,24.901946346,68.8335109085,21.6640234982,24.069820647,48.700613568,14.0240238997,33.1798952406,22.4710791366,16.2616460646,21.6539324576,18.069883824,6.9980615991,31.8723054642,3.2475,23.7427793042,25.3712585311,14.2709042636,,24.4121383833,36.6545984858,66.2256004638,76.7403333912
2004-07-29 00:00:00+00:00,49.4099565184,33.1874191946,42.7551885284,0.4961499159,34.4503937144,22.9085770519,23.9477857869,14.6626196618,12.3574742141,18.7667026251,,25.0215365708,69.5939307111,21.8062946973,23.9308712756,49.2225071555,14.4908935785,33.0547555495,22.5135117111,16.2199648041,21.8367066543,18.0066581983,7.2056312228,31.5621707553,3.24,23.5190922852,26.2785478734,14.3335929903,,24.4121383833,36.3622319981,66.3301190678,77.067927495
2004-07-30 00:00:00+00:00,49.5543597036,33.3800603388,42.6651776052,0.4915897145,35.1923808576,22.7722349188,23.9904242827,14.7472116983,12.5870603584,18.8401375484,,25.1683063921,68.43002285,21.8062946973,23.7540266211,49.3926898471,14.5739856212,32.9355748913,22.6286858421,16.3747809145,21.8126574179,18.0129807609,7.186851114,31.102932821,3.2525,23.6916508427,25.8228505114,14.211903109,,24.0944099011,36.0426686279,66.4672997356,77.2561162637
2004-08-02 00:00:00+00:00,50.27035883,33.399988733,42.2376257199,0.4800372042,35.3033322061,22.6513862099,24.1986004683,14.9727904623,12.6875042965,18.8482969844,,25.1411267955,68.6240074935,22.0067677506,23.6592884134,49.1771251044,14.8848335508,33.084550714,22.6771802131,16.3509630514,21.8703755853,18.0319484486,7.2787748045,31.812664174,3.2025,23.4040532468,25.884431236,14.2709042636,,24.2731321723,36.1582553789,66.5914155778,77.4164303778
2004-08-03 00:00:00+00:00,49.8973172683,33.1542052042,42.267629361,0.4756290095,35.1993153169,22.211372962,24.7453764739,14.6203236435,12.6588060284,18.5790355989,,25.4890256312,68.0342941772,21.6769572436,23.3687579097,48.6211949786,14.4484508804,33.0309194179,22.4710791366,16.2259192698,21.5817847484,17.747433133,7.1858626873,32.0035163025,3.0325,23.7491703619,25.5806329947,14.3962817171,,24.127506618,35.9474795389,66.1406790981,76.8170047224
2004-08-04 00:00:00+00:00,50.0477372529,33.3534891465,42.4176475664,0.4832293452,35.3657423397,22.2175703317,24.2286982301,14.8881984258,12.6846344697,18.350571393,,25.1356908762,68.01101602,21.7222253524,23.1540179721,48.7686866447,14.3528053636,33.1203049115,22.5559442857,16.1723290778,21.5962142903,17.7411105704,7.2253997584,32.2420814632,2.995,23.3145784392,25.5970545213,14.4442201552,,24.2598934856,36.1718538201,66.2386652893,76.8100332708
2004-08-05 00:00:00+00:00,49.0790325525,32.9150644734,41.3300155775,0.4771490766,34.6792308707,21.5730438841,24.0280464849,14.5286822707,12.5841905316,18.1792232386,,24.9128181846,66.5755296579,21.3277461186,22.5919046062,48.3262116466,14.1731707533,32.9057797268,21.9921972235,16.0056040357,21.3701514681,17.4060147542,7.0237606954,31.6993457227,2.725,22.2089254595,25.4369446373,14.2487788306,,23.6244365211,35.3899434462,65.1412199473,75.5554263778
2004-08-06 00:00:00+00:00,48.0561766577,32.7755657138,40.3548972426,0.4526759956,33.5142417113,21.7682610293,23.5314334156,14.0493273971,12.4837465935,17.9425995968,,24.5268679138,65.6056064403,21.2760111371,21.8403148248,47.4582799197,13.6342669224,32.5363196864,21.8770230925,15.6840628832,20.9709341438,17.159434814,6.850786009,31.6039196584,2.6925,21.6401213255,25.1865163573,14.141839238,,23.1677018279,34.9003995599,64.2593442259,74.4750646532
2004-08-09 00:00:00+00:00,47.8034710837,32.7489945215,39.9273453574,0.4605803448,33.8124234604,21.7124847021,23.7345933076,14.1339194336,12.403391443,17.9018024172,,24.7660483634,65.6056064403,21.2824780098,21.8592624663,47.4980748357,13.5145105155,32.4707703244,21.8648994998,15.576882499,21.196996966,17.1847250643,6.9160221764,31.6635609486,2.7475,21.5826018063,25.1947271206,14.1381516658,,23.3265660691,34.9275964425,64.2920062897,74.5796169121
2004-08-10 00:00:00+00:00,47.8997398738,33.2737755696,40.4299063453,0.4791251639,34.4018524994,22.0812281986,23.6443000223,14.422942225,12.4722672862,18.3097742134,,24.6192785421,66.1953197566,21.5799541533,22.4024281907,48.3167131094,13.4965470545,32.7687219698,22.4225847656,15.9222415147,21.4759681082,17.526143443,7.0039921598,32.3255792694,2.75,21.8765904598,25.8926419993,14.4147195779,,23.6972492983,35.4307387701,65.043233756,75.5414827775
2004-08-11 00:00:00+00:00,47.6711014973,33.3003467619,41.4050246802,0.4713728215,34.5890829,22.3291229861,23.7947888312,12.8932362315,12.7563801398,17.7712514424,,24.6790736544,65.6832002977,21.3988817181,22.503482279,47.5776646679,13.2690098814,33.3705842937,22.3680285983,15.690017349,21.6443127631,17.3301440034,6.9506171137,32.6058933332,2.655,21.7232050754,26.3565501245,14.5290343149,,24.0083584371,35.1043761792,65.1346875345,75.3881463881
2004-08-12 00:00:00+00:00,46.8046823864,32.8619220888,41.1274910003,0.4616443918,34.3453997476,22.2361624408,23.6693814904,12.5407694127,12.5813207048,17.3061635947,,24.3673725247,65.0702088241,21.3083455005,21.916105391,46.7362864422,12.7181304098,33.549355281,22.3437814128,15.3922940596,21.5433059702,16.9950481872,6.8764851053,32.3792564306,2.4975,21.0904903644,26.385287796,14.3815314284,,23.8296361659,35.7978966848,64.3965248937,74.5656788878
2004-08-13 00:00:00+00:00,46.7264639944,32.7822085118,40.7749482177,0.4687887073,34.6169324032,22.2330637559,23.9778835486,12.5901147673,12.7334215253,17.0450616452,,24.5642363961,65.372824868,21.4312160815,21.9792641961,47.7027344041,12.9097406608,33.2663012178,22.3498432092,15.3684761965,21.4471090246,17.0835640632,6.8883462266,32.4806466238,2.3975,21.0521440183,26.6439268393,14.4073444336,,23.8892102563,36.307838233,64.4749138467,74.7120494015
2004-08-16 00:00:00+00:00,47.0694215592,32.8287080984,41.8325765655,0.4678766671,35.4733046247,22.5801164585,24.243747111,12.8509402132,12.7764689274,17.5835844161,,24.657199891,66.5910484294,21.9744333872,22.3140058635,47.7652692723,12.825911176,33.5957298399,22.8772194932,15.3327494018,21.677981694,17.1278220011,7.0969042771,32.7848172037,2.43,21.4611717102,26.7752990518,14.440532583,,24.4187577267,36.9197680909,65.1934792493,75.4857264983
2004-08-17 00:00:00+00:00,47.3401775313,33.0346348388,41.9900956811,0.4692447275,35.0277125745,22.4592677495,23.8123458589,13.1681603501,12.7219422181,17.9344401609,,24.2580037073,67.0333334166,22.698723128,22.1876882531,47.7766392483,12.8792027771,33.8652623488,22.9923936242,15.7019262806,21.6298832212,17.1025317509,7.0771357415,32.7072835265,2.7425,21.7487693061,26.6849806557,14.3520308511,,24.5974799979,37.3753158739,65.487437823,75.9109007123
2004-08-18 00:00:00+00:00,48.3509998274,33.2339187811,42.9502121954,0.4824693116,35.3270947333,22.4654651192,23.8199342419,13.3866897778,12.7908180614,18.1629043667,,24.5040835465,67.8480689194,23.3001422878,22.6155891581,48.3963029415,13.3049368035,34.158753303,23.2288036826,15.7674254042,22.0339103928,17.3617568162,7.2135386371,32.9219921711,2.9875,21.7423782484,26.7137183272,14.4294698665,,25.0161534666,37.1169454895,66.1210818598,76.6915436846
2004-08-19 00:00:00+00:00,48.3389120774,33.1010628196,43.0477240289,0.4668126201,34.9859383198,22.0905242531,23.5492819148,13.4642324779,12.6329775872,18.2771364697,,24.657199891,67.1962805172,23.4359466142,22.190197672,48.2598632293,13.1791925763,34.0090130203,23.0348261988,15.8388789937,21.8463263489,17.1467896889,7.2797632313,32.4925748819,3.0425,22.0555400751,26.6439268393,14.4737207325,,24.6051832719,37.3895635247,65.8793825881,76.4685018397
2004-08-20 00:00:00+00:00,48.5141844518,33.2139903869,43.6552977606,0.4681806805,35.1321482113,22.3848993133,23.8224637029,13.3091470776,12.6875042965,18.3097742134,,24.7446949449,68.1351661918,23.5135490864,22.4822574983,48.4645227977,12.9456675829,34.1647429143,23.4288429627,16.1187388857,22.1637762694,17.1973701894,7.3400572649,32.7132476555,3.15,22.1961433442,26.9189874091,14.6027857581,,24.5256406536,37.2464390562,66.3334114039,77.0051990671
2004-08-23 00:00:00+00:00,48.5685793266,33.0147064445,43.5427841066,0.4724368685,35.2644333512,22.3260243012,23.5543408368,13.5206271689,12.7248120449,18.0894694434,,24.6025154822,67.8946252339,23.2807416697,22.4251153584,48.123423517,13.1073387322,34.1707325257,23.368224999,15.8626968568,22.2311141313,17.2732409402,7.3084276079,32.6536063653,3.125,21.8254619984,26.6685591291,14.5511597478,,24.2339843863,36.6671257315,66.1041107225,76.8100332708
2004-08-24 00:00:00+00:00,48.7015445761,33.0479204349,44.1278551075,0.4856614527,35.4454551216,22.6668796341,23.5998711348,13.372591105,12.6329775872,18.2037015464,,24.52595731,67.9179033911,23.4941484684,22.6600330447,48.1575334451,12.9756066846,34.2426078614,23.3924721845,15.9996495699,22.293642146,17.2732409402,7.3608142272,32.7728889456,3.1925,21.831853056,26.6767698924,14.4884710211,,24.3532983138,36.7080184367,66.3137570597,76.9145848326
2004-08-25 00:00:00+00:00,49.0762648248,33.1807763965,44.4878988004,0.5023821912,36.5524728714,22.8899849429,23.7263441849,13.6193178782,12.7248120449,18.3587308289,,24.7118842997,69.8577498263,23.6687540309,23.1679631774,48.3621930135,13.1432656542,34.5360988156,23.9077248758,16.0472852962,22.1349171857,17.4698160023,7.4181429804,32.9816334612,3.24,22.1258417096,26.7547721436,14.4442201552,,24.393069623,36.8715892578,66.7461526304,77.4373391568
2004-08-26 00:00:00+00:00,49.1185719496,33.2937039638,44.3753851464,0.5268552723,36.2530907127,22.8404059854,23.9059359159,13.5135778325,12.7592499666,18.5056006755,,24.7446949449,70.7035228721,23.6493534129,23.0790754042,48.146163469,13.035484888,34.4522442572,23.9137866722,16.136602283,21.6683619995,17.400063561,7.5080898174,33.2201986219,3.225,21.8957636329,26.8081421049,14.3852190006,,24.3665554169,36.7216493385,66.7396011823,77.4373391568
2004-08-27 00:00:00+00:00,49.2454933242,33.2139903869,44.7654324803,0.5221430641,36.1973917064,22.8373073005,24.0931160299,13.7250579238,12.8338654634,18.4892818037,,24.8485953215,70.2069221847,23.6622871582,23.1489157974,48.2882881693,13.1851803966,34.5660468721,24.0774551741,16.1782835435,21.7164604723,17.412745823,7.5071013906,33.3871942343,3.2875,22.2089254595,26.9477250806,14.3667811398,,24.2870127986,36.5035549104,66.9295931755,77.6812904777
2004-08-30 00:00:00+00:00,49.1367035745,32.968206858,44.2628714923,0.5186469097,36.113843197,22.3879979981,24.1563525549,13.4148871233,12.7276818717,18.2771364697,,24.6790736544,69.1749238811,23.6234859221,22.6536839181,47.9812988167,12.9336919422,34.4642234799,23.7016237993,16.0770576252,21.6106438321,17.3112877265,7.3865133235,33.1068801706,3.2925,22.2089254595,26.7506667619,14.3925941449,,24.0616420466,36.2581986787,66.4382345725,77.0400465674
2004-08-31 00:00:00+00:00,49.7773543223,33.227275983,44.4728969799,0.5242711581,36.3575263494,22.5274388161,24.662244755,13.2245550411,12.8309956366,18.3179336493,,25.209512419,69.5628931682,23.697854958,22.8441577178,48.146163469,12.7480695115,34.7996417132,23.992590025,16.0889665567,21.6298832212,17.3112877265,7.4438420767,33.3812301053,3.25,22.1705791134,27.1488887809,14.4737207325,,24.1610703195,35.8969797821,66.7527040784,77.4443113054
2004-09-01 00:00:00+00:00,50.0795480712,33.2870611657,44.5104015312,0.545096078,36.4758867378,22.5026493374,24.9581916921,13.4571831415,12.810906849,18.3424119571,,25.3954394086,69.2059614241,23.905276008,22.8568559711,47.8789690325,12.8318989964,34.6139637626,23.7986125412,16.1901924751,21.6058339848,17.3683579058,7.5199509387,33.5184050727,3.3325,21.7232050754,27.3705793895,14.5659100365,,24.0550134951,35.8697179786,66.7461526304,77.5906818192
2004-09-02 00:00:00+00:00,50.4905315697,33.486345108,44.9379534165,0.5420559437,37.311371832,22.6668796341,25.2060788702,13.6052192054,13.014664552,18.3668902648,,25.6907352157,70.6569665577,24.5858763281,23.1997088107,48.0779436129,12.9516554032,34.5600572608,24.1501967305,16.3747809145,21.8871852132,17.5142039196,7.5792565455,33.6913648142,3.4725,21.9532831521,27.6497453409,14.7318507837,,24.7576399571,36.1355205629,67.506120603,78.4689104778
2004-09-03 00:00:00+00:00,50.7322865689,33.3867031369,44.6529188263,0.535519655,36.9702154185,22.7939257127,25.2364324022,13.2175057047,13.0548421273,18.2526581619,,25.7344827427,69.9896593839,24.2941904766,23.0981227842,47.9756138287,12.0055797889,34.6499014305,24.1562585269,16.529597025,22.0618170101,17.1908062368,7.5921060936,33.7271495883,3.4375,21.934109979,27.5224785101,14.7724140775,,25.0294105697,36.2922759331,67.3881945383,78.1482885226
2004-09-07 00:00:00+00:00,50.9015150682,33.8716273965,44.9454543267,0.5435760109,37.5759421118,23.3764784634,25.2743743172,13.428985796,13.1007593561,18.5137601115,,25.7836987105,71.5648146894,24.3979010016,23.3965317371,48.3053431334,11.9097746634,34.6558910418,24.1683821196,16.3033273251,22.2073435075,17.3493345127,7.630654738,33.7867908785,3.3575,21.9724563251,27.990492017,14.897791531,,25.0095249151,36.3195377366,67.8992074854,78.6640713951
2004-09-08 00:00:00+00:00,50.677891694,33.8384134061,44.9904597884,0.552544407,37.6316411181,23.3021100271,25.2440207852,13.6122685418,12.4693974594,18.67694883,,25.7399511836,70.9518232158,24.1580704126,23.1552649241,48.8113070664,11.8079817176,34.9014651055,23.8652923012,16.3747809145,22.1394311421,17.2859232023,7.6454811397,33.8345039106,3.31,21.8957636329,28.1629180458,14.9051666753,,24.9564965029,36.1764132681,67.8009357648,78.4689104778
2004-09-09 00:00:00+00:00,50.677891694,33.8118422138,44.3003760437,0.5426639706,37.0816134311,23.1998534273,25.5677917932,14.0493273971,12.4866164203,18.6524705222,,25.9641572593,71.2854768027,23.9895408095,23.0663771509,49.141036371,12.0774336331,34.4462546459,24.0895787669,16.3390541198,21.9550975787,17.2986054644,7.4260503947,33.4527996535,3.2925,21.6770632911,28.1588126642,14.8572282372,,24.8106683693,35.8288252733,67.4799148108,78.3992105982
2004-09-10 00:00:00+00:00,51.1855771922,34.0974825312,42.9802158365,0.5452480847,37.7012648759,23.2711231787,25.3072573102,14.422942225,12.3287759461,18.8972535999,,25.9040044097,72.263159406,24.3330819235,23.1425666708,49.3229559874,12.3169464468,34.4821923138,24.1259495451,16.1068299541,22.2024926243,17.4317692161,7.497407078,33.5064768147,3.5625,21.6706309281,28.2737633501,14.875666098,,24.983010709,36.4285849507,67.6305981158,78.8034704572
2004-09-13 00:00:00+00:00,51.1614016923,34.2037673004,43.4452722731,0.5409918967,37.7917757612,23.5376100753,25.7701486733,14.2749061611,12.3546043873,19.0278045747,,25.9750941411,72.6278505359,24.2617809376,23.2949457106,49.1694613111,12.4546663147,34.8295897698,23.7379945775,16.1782835435,22.0472643604,17.2795820713,7.4855142975,33.5601539758,3.8,21.8378723659,28.3312386931,14.9531051134,,25.0890675335,36.3604304419,67.8074872128,79.0613639845
2004-09-14 00:00:00+00:00,50.7201988189,34.0974825312,43.7603105044,0.5394718296,37.5411302329,23.463241639,25.9117984893,14.3453995249,12.374810516,18.9706885232,,25.9586888184,73.0158198229,24.7219963922,23.3584369772,49.3002160354,12.4367028537,34.949381996,23.9380338576,16.4343255724,22.0957731928,17.400063561,7.5003802732,33.7867908785,3.9775,22.1144639747,28.7130391855,15.0489819896,,24.6582116841,36.2718295805,67.8074872128,79.2216780986
2004-09-15 00:00:00+00:00,49.559774823,33.8118422138,43.6177932093,0.5350636348,37.3601084625,23.1316823607,25.8207378933,13.7885019512,11.8812036585,18.774862061,,25.936815055,71.7044836327,24.8840440875,23.0981227842,49.101241455,12.2271291416,34.8475586037,23.6895002066,16.3926443119,22.0230099441,17.2415352851,7.5618263061,33.5780463629,4.085,21.9472225369,28.8526221613,14.7318507837,,24.6648402357,36.0605506032,67.178548201,78.6222524432
2004-09-16 00:00:00+00:00,49.5899941979,33.8118422138,43.6477968504,0.552544407,37.95887278,23.1905573727,25.7853254393,13.8096499603,11.5579055997,19.0930800621,,26.0024363454,72.2864375633,25.0849832296,23.2187561907,48.9591167547,12.041506711,34.8116209359,23.992590025,16.4283711066,21.9162905127,17.2859232023,7.6312008593,33.3454453312,4.065,22.4103526725,28.6473530793,14.8166649434,,24.5322692051,35.9651342909,67.3161286098,78.8592316154
2004-09-17 00:00:00+00:00,49.7531788223,34.1439821177,43.5577859271,0.5645529374,38.3975024545,23.5871890328,26.2760408734,13.5065284962,11.6329569348,19.1093989339,,26.4508484969,71.425145746,24.832188825,23.3266913439,48.7430872102,12.3289220875,35.0512053883,24.0350225995,16.4760068329,21.8144219645,17.4444514782,7.5875939973,33.5541898468,3.9175,22.6290530143,28.6637746058,14.9604802577,,24.5720405143,35.7674862154,67.5584732243,79.1929461269
2004-09-20 00:00:00+00:00,48.9191240753,33.9845549638,43.4302704526,0.5732173202,38.1120450473,23.5128205965,26.3215711714,13.6052192054,11.6733691921,18.8727752921,,26.363353443,71.1380484736,24.9294174421,23.2251053173,48.7203472582,12.5265201588,34.6918287097,23.8713540976,16.3569175172,21.668895467,17.4444514782,7.730307364,32.4329335917,4.0025,22.2302465086,28.6350369344,14.8203525156,,24.4460980352,35.5766535907,66.994447528,78.7170178758
2004-09-21 00:00:00+00:00,49.299888199,34.1971245023,43.9253305303,0.5777775216,38.0841955441,23.6522614145,27.0753505495,13.8519459786,11.7570802966,19.101239498,,27.0633138745,73.6365706822,25.1433203999,22.9647911243,48.7317172342,12.6223252843,34.679849487,24.3078034361,16.5355514908,21.7513604823,17.2859232023,7.8641011453,32.7311400425,4.09,22.6097559253,28.947045939,14.9531051134,,24.5123835505,35.617546296,67.1387331712,79.0599642703
2004-09-22 00:00:00+00:00,48.4900089519,33.7919138196,43.1827404137,0.5612087897,37.3740332141,23.3516889846,26.8831115135,13.3655417686,11.6675960125,19.0114857028,,26.7188020996,72.4649034353,24.7932973781,22.5457487649,47.9301339246,12.2271291416,34.3204728084,24.1562585269,16.0830120909,21.707702533,17.1971473678,7.8254496085,32.3852205596,4.0175,22.1273287007,28.8608329245,14.9162293918,,24.0616420466,35.2154346941,66.3058115035,78.0731172946
2004-09-23 00:00:00+00:00,47.5652960802,33.7919138196,43.1827404137,0.5665290247,36.9005916607,23.085202088,26.4682799094,13.3232457504,11.5521324201,18.9788479591,,26.1172736037,72.2166030916,24.7349602078,22.5393996382,47.6856794401,12.2031778603,33.8772415714,23.9198484685,16.1604201462,21.4748601371,17.3429933816,7.8383334541,32.3732923015,3.9275,21.9665196258,28.7746199101,14.8019146548,,23.9025568099,35.8083789206,65.8795130121,77.6531770207
2004-09-24 00:00:00+00:00,47.5532083302,34.0177689542,42.8602012722,0.5668330382,36.9980649217,23.165767894,26.7262849315,12.9707789316,11.5434726507,19.1420366776,,26.1555526898,72.534737907,24.9099717187,22.4378136117,47.9983537807,12.0534823517,33.8712519601,24.0956405632,16.4343255724,21.3923951219,17.3049465954,7.8987884219,32.2540097212,4.01,22.0758697967,29.2836872334,14.8646033815,,24.0351278405,35.9923960944,66.056590847,78.0101240839
2004-09-27 00:00:00+00:00,46.9548647073,33.6457722619,42.4851557588,0.5704811993,36.5594352472,23.0604126093,27.1664111456,12.7170028221,11.4395554175,18.9054130358,,26.2266424212,71.9683027479,24.832188825,22.2790854452,47.8448591044,11.9277381245,33.8592727375,23.7198091884,16.6367774091,21.5670269188,17.2415352851,7.8591458201,31.9856239155,3.8975,21.0531240806,29.7968599383,14.6765372013,,24.1809559741,35.7947480189,65.6893183006,77.5132004289
2004-09-28 00:00:00+00:00,47.7889194544,33.7653426273,43.0177203878,0.5782335417,36.4271501073,23.8288864506,27.3535912596,12.7381508312,11.5434726507,18.4403251882,,26.5383435509,72.2088437059,25.1692480312,22.5965417781,48.0267787208,11.7840304362,34.2006805822,23.8713540976,16.6486863407,21.7901675482,17.2922643334,7.8987884219,32.0691217217,3.75,20.9244768207,30.244346537,14.6986626343,,23.9622137737,35.9719497418,66.1680842986,77.8841432615
2004-09-29 00:00:00+00:00,47.61364708,34.1306965215,43.497778645,0.5879619715,35.5150788794,24.9444129944,27.1309986916,12.9073349042,11.5492458303,18.6035139066,,26.3305427977,72.3795501922,25.5257529608,22.6600330447,48.3110281214,12.0175554296,34.158753303,24.0532079886,16.6070050802,21.8629307969,17.4888393954,7.7828338115,32.4806466238,3.9375,20.9566386357,29.6490661993,14.669162057,,24.1875845256,36.1218896611,66.5484737217,78.2760814981
2004-09-30 00:00:00+00:00,48.3328682024,34.1838389062,42.6126712334,0.5890260185,35.9397838023,24.9289195702,27.1360576136,12.7592988403,11.5607921895,18.3995280085,,26.4289747334,72.3485126492,25.4090786202,22.7679681979,48.7430872102,12.0115676093,33.7394805113,24.0835169705,16.6903676012,16.0079147171,17.5332273127,7.8095925677,32.2778662373,3.9075,21.2653920594,30.2730842085,14.5216591705,,23.7501001248,36.2581986787,66.1549674219,78.2200942208
2004-10-01 00:00:00+00:00,48.163639703,34.3100520696,43.3252577088,0.5878099648,36.5385481198,24.9753998429,27.2777074296,13.3443937595,11.6358435246,18.8319781125,,26.7352074222,72.8761508796,25.4414881592,23.3393895972,49.3002160354,12.4846054164,34.1407844691,24.4532865489,16.7558667249,16.1582920978,17.9136951748,7.9166275928,32.5999292042,4.1625,21.5548483942,30.2812949717,14.7650389332,,23.9091853615,36.2104905225,67.0010059663,79.5428928557
2004-10-04 00:00:00+00:00,47.7103490796,34.9610462812,43.2277458753,0.5896340453,36.4271501073,25.1768143577,27.2473538976,13.3655417686,11.7628534762,19.207312165,,26.7516127449,73.613292525,25.6942825639,23.2441526973,49.5503555079,12.652264386,34.2905247519,24.3078034361,16.6725042039,16.6045733565,17.8312604714,7.9067169423,32.4150412047,4.2175,21.6577662021,30.0596043632,15.0895452834,,23.9820994283,36.3331686384,67.0993825413,79.6758684133
2004-10-05 00:00:00+00:00,47.60155933,35.0474026562,43.1302340419,0.5984504348,35.8492729171,24.9041300915,27.5458302956,13.4642324779,11.7311009883,19.4847329864,,26.9703503797,72.9925416657,25.6229815779,23.1806614307,49.6413153161,12.7660329726,34.4163065894,24.1243944565,16.6367774091,16.2165026967,17.9961298783,7.8977973569,32.3613640435,4.225,21.4004716823,30.3018218799,15.1854221596,,24.0947848043,36.4013231472,66.9223047064,79.7178662201
2004-10-06 00:00:00+00:00,49.0400015749,35.4658989351,43.190241324,0.6177552875,36.4549996104,25.0993472366,28.0314868077,13.7673539421,11.8061523234,19.8600670389,,27.3586096816,74.1254119839,25.7396559185,23.3076439639,50.0506344529,12.652264386,34.5900053174,24.1427353544,16.5772327513,15.3627472452,18.0912468438,7.9354578287,32.3852205596,4.3125,21.9407901739,30.6261470294,15.4380208526,,24.4858693444,36.7898038473,67.3158110061,80.2637817172
2004-10-07 00:00:00+00:00,48.1455080781,35.3327436922,42.4251484767,0.6022506026,35.7309125288,24.7894787522,27.9353672897,13.485380487,11.5809983182,20.1946039118,,27.2000248963,73.5977737535,25.4674157905,22.6600330447,49.6981651962,12.7181304098,33.4939064476,24.167189885,16.6308229434,15.0280363011,17.8629661265,7.8898688365,31.9915880445,4.625,21.741386921,30.745203097,15.3003143021,,24.2737556955,36.4967394595,66.5287984067,79.4029106647
2004-10-08 00:00:00+00:00,47.903753079,34.7868071965,41.7575674628,0.5937382266,34.881502683,24.63454451,27.9707797437,13.2386537139,11.5463592405,20.276198271,,27.2547093051,73.1244512233,25.2924042796,22.6981278047,49.2945310474,12.3049708061,33.134529769,24.2405534769,16.6367774091,14.7175797732,17.7488257679,7.8383334541,31.8782695932,4.405,21.773548736,30.1335012327,15.1588859529,,23.8362712947,36.0196578979,66.0434739703,78.745014314
2004-10-11 00:00:00+00:00,47.879577579,34.9732245365,41.9225874887,0.586593911,34.9929006956,24.6066563464,27.7785407077,13.3796404414,11.5492458303,20.3169954507,,27.2273671007,73.0468573659,25.9730045998,22.5647961448,49.2490511433,12.3408977282,33.1584882142,24.0754853952,16.4819612987,14.9116151031,17.7932136851,7.836351324,32.0094804315,4.545,21.8764665439,30.0719205081,15.2035475368,,23.7302144702,36.0537351523,66.3320452568,79.0669646046
2004-10-12 00:00:00+00:00,47.5229889553,35.0930642551,41.7575674628,0.5820337096,35.0903739566,24.7089129463,27.5559481396,13.5065284962,11.4828542647,20.2680388351,,26.9976925841,73.3960297242,25.8304026279,22.4378136117,48.8908968985,12.1432996568,34.0329714655,24.1549626197,16.4045532435,14.9649748189,17.774190292,7.7332805591,31.9259826253,4.5975,21.8828989069,29.7968599383,15.3859156713,,23.8428998462,36.0673660541,66.2730193119,78.7590100835
2004-10-13 00:00:00+00:00,47.1301370817,34.7202295751,41.2475055646,0.6042266899,34.9720135682,24.5074984314,26.9691131875,13.2950484049,11.3702772621,20.4067492458,,26.5110013465,73.4969017389,25.791511181,22.2981328252,48.3110281214,12.5684349012,33.8472935149,23.989894538,17.1845882616,14.5866059255,17.774190292,7.688682632,31.6218120455,4.625,21.8700341809,29.5628531849,15.2854271074,,23.6573004034,35.8151943715,65.636850794,78.0661169603
2004-10-14 00:00:00+00:00,46.9004698325,34.4272880408,40.504915448,0.6837262016,34.9859383198,24.63454451,27.0095845635,13.1047163227,11.3009991066,20.276198271,,26.6367754865,72.1079716912,25.4803796061,22.0822625188,48.1973283611,12.2810195247,33.8532831262,23.5558266195,17.3155865089,14.6448165245,17.6283442782,7.6678702661,31.5919914004,4.4975,21.2267978815,29.8297029914,15.1737731475,,23.4717009606,35.508499082,65.0465913444,77.4362114486
