date,Close,High,Low,Open,Volume,Adj Close,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2000-01-03 00:00:00+00:00,111.94,112.5,101.69,104.87,4783900,0.8507815807,0.8550377688,0.7728781396,0.7970472072,535797335,0.0,1.0
2000-01-04 00:00:00+00:00,102.5,110.62,101.19,108.25,4574800,0.7790344115,0.8407491376,0.7690779717,0.8227363419,512378112,0.0,1.0
2000-01-05 00:00:00+00:00,104.0,110.56,103.0,103.75,6949300,0.7904349151,0.8402931175,0.7828345794,0.7885348312,778322378,0.0,1.0
2000-01-06 00:00:00+00:00,95.0,107.0,95.0,106.12,6856900,0.7220318936,0.8132359223,0.7220318936,0.8065476268,767973567,0.0,1.0
2000-01-07 00:00:00+00:00,99.5,101.0,95.5,96.5,4113700,0.7562334044,0.7676339079,0.7258320615,0.7334323972,460734860,0.0,1.0
2000-01-10 00:00:00+00:00,97.75,102.25,94.75,102.0,4509500,0.7429328169,0.7771343276,0.7201318097,0.7752342437,505064505,0.0,1.0
2000-01-11 00:00:00+00:00,92.75,99.37,90.5,95.94,3942400,0.7049311382,0.7552453607,0.6878303829,0.7291762092,441549241,0.0,1.0
2000-01-12 00:00:00+00:00,87.19,95.5,86.5,95.0,8714900,0.6626732716,0.7258320615,0.65742904,0.7220318936,976069776,0.0,1.0
2000-01-13 00:00:00+00:00,96.75,98.75,92.5,94.48,9220400,0.7353324811,0.7505331526,0.7030310543,0.718079719,1032685832,0.0,1.0
2000-01-14 00:00:00+00:00,100.44,102.25,99.37,100.0,3485500,0.7633777199,0.7771343276,0.7552453607,0.7600335722,390376390,0.0,1.0
2000-01-18 00:00:00+00:00,103.94,106.0,100.44,101.0,4099800,0.789978895,0.8056355866,0.7633777199,0.7676339079,459178059,0.0,1.0
2000-01-19 00:00:00+00:00,106.56,108.75,103.37,105.62,5336100,0.8098917746,0.8265365098,0.7856467036,0.802747459,597643797,0.0,1.0
2000-01-20 00:00:00+00:00,113.5,121.5,113.5,115.5,16349400,0.8626381045,0.9234407903,0.8626381045,0.8778387759,1831134631,0.0,1.0
2000-01-21 00:00:00+00:00,111.31,114.25,110.19,114.25,4427900,0.8459933692,0.8683383563,0.8374809932,0.8683383563,495925295,0.0,1.0
2000-01-24 00:00:00+00:00,106.25,112.75,105.12,108.44,3936400,0.8075356705,0.8569378527,0.7989472911,0.8241804057,440877240,0.0,1.0
2000-01-25 00:00:00+00:00,112.25,113.12,102.37,105.0,4438800,0.8531376848,0.8597499769,0.7780463679,0.7980352508,497146097,0.0,1.0
2000-01-26 00:00:00+00:00,110.19,114.19,109.75,110.0,3278200,0.8374809932,0.8678823361,0.8341368455,0.8360369294,367158767,0.0,1.0
2000-01-27 00:00:00+00:00,110.0,113.0,107.0,108.81,3037000,0.8360369294,0.8588379366,0.8132359223,0.8269925299,340144340,0.0,1.0
2000-01-28 00:00:00+00:00,101.62,110.87,100.62,108.19,3779900,0.7723461161,0.8426492215,0.7647457804,0.8222803218,423349223,0.0,1.0
2000-01-31 00:00:00+00:00,103.75,103.87,94.5,101.0,6265000,0.7885348312,0.7894468715,0.7182317258,0.7676339079,701680701,0.0,1.0
2000-02-01 00:00:00+00:00,100.25,105.0,100.0,104.0,2839600,0.7619336562,0.7980352508,0.7600335722,0.7904349151,318035518,0.0,1.0
2000-02-02 00:00:00+00:00,98.81,102.12,97.0,100.75,4144600,0.7509891727,0.776146284,0.7372325651,0.765733824,464195664,0.0,1.0
2000-02-03 00:00:00+00:00,103.31,104.25,100.25,100.31,4242800,0.7851906835,0.792334999,0.7619336562,0.7623896763,475194075,0.0,1.0
2000-02-04 00:00:00+00:00,108.0,110.0,103.62,103.94,3797500,0.820836258,0.8360369294,0.7875467875,0.789978895,425320425,0.0,1.0
2000-02-07 00:00:00+00:00,114.06,114.25,105.94,108.0,3938100,0.8668942925,0.8683383563,0.8051795664,0.820836258,441067641,0.0,1.0
2000-02-08 00:00:00+00:00,114.87,116.12,111.25,114.0,3648600,0.8730505644,0.8825509841,0.8455373491,0.8664382723,408643608,0.0,1.0
2000-02-09 00:00:00+00:00,112.62,117.12,112.44,114.12,2672900,0.855949809,0.8901513198,0.8545817486,0.8673503126,299365099,0.0,1.0
2000-02-10 00:00:00+00:00,113.5,113.87,110.0,112.87,2705200,0.8626381045,0.8654502287,0.8360369294,0.857849893,302982702,0.0,1.0
2000-02-11 00:00:00+00:00,108.75,114.12,108.25,113.62,1895100,0.8265365098,0.8673503126,0.8227363419,0.8635501448,212251412,0.0,1.0
2000-02-14 00:00:00+00:00,115.81,115.87,108.62,109.31,3281600,0.88019488,0.8806509001,0.8255484662,0.8307926978,367539567,0.0,1.0
2000-02-15 00:00:00+00:00,119.0,119.94,115.19,115.25,4337000,0.9044399509,0.9115842665,0.8754826718,0.875938692,485744485,0.0,1.0
2000-02-16 00:00:00+00:00,114.12,118.12,112.12,117.75,3377200,0.8673503126,0.8977516555,0.8521496412,0.8949395313,378246778,0.0,1.0
2000-02-17 00:00:00+00:00,114.87,115.5,113.12,115.19,2584800,0.8730505644,0.8778387759,0.8597499769,0.8754826718,289497889,0.0,1.0
2000-02-18 00:00:00+00:00,111.25,115.37,110.87,114.62,2084300,0.8455373491,0.8768507323,0.8426492215,0.8711504805,233441833,0.0,1.0
2000-02-22 00:00:00+00:00,113.81,116.94,106.69,110.12,3770500,0.8649942085,0.8887832594,0.8108798182,0.8369489697,422296422,0.0,1.0
2000-02-23 00:00:00+00:00,116.25,119.0,111.0,113.23,4224100,0.8835390277,0.9044399509,0.8436372652,0.8605860138,473099673,0.0,1.0
2000-02-24 00:00:00+00:00,115.2,119.12,111.75,117.31,3361000,0.8755586752,0.9053519912,0.849337517,0.8915953836,376432376,0.0,1.0
2000-02-25 00:00:00+00:00,110.37,117.0,110.12,114.81,2224500,0.8388490537,0.8892392795,0.8369489697,0.8725945443,249144249,0.0,1.0
2000-02-28 00:00:00+00:00,113.25,115.0,108.37,110.12,2931500,0.8607380205,0.8740386081,0.8236483822,0.8369489697,328328328,0.0,1.0
2000-02-29 00:00:00+00:00,114.62,117.25,112.56,113.56,3294300,0.8711504805,0.8911393634,0.8554937889,0.8630941246,368961968,0.0,1.0
2000-03-01 00:00:00+00:00,130.31,132.06,118.5,118.56,9616100,0.990399748,1.0037003355,0.9006397831,0.9010958032,1077004277,0.0,1.0
2000-03-02 00:00:00+00:00,122.0,127.94,120.69,127.0,2779100,0.9272409581,0.9723869523,0.9172845183,0.9652426367,311259511,0.0,1.0
2000-03-03 00:00:00+00:00,128.0,128.23,120.0,124.87,2887200,0.9728429724,0.9745910497,0.9120402867,0.9490539216,323366723,0.0,1.0
2000-03-06 00:00:00+00:00,125.69,129.13,125.0,126.0,1880000,0.9552861969,0.9814313518,0.9500419653,0.957642301,210560210,0.0,1.0
2000-03-07 00:00:00+00:00,122.87,127.44,121.12,126.44,2437600,0.9338532502,0.9685867844,0.9205526627,0.9609864487,273011473,0.0,1.0
2000-03-08 00:00:00+00:00,122.0,123.94,118.56,122.87,2421700,0.9272409581,0.9419856094,0.9010958032,0.9338532502,271230671,0.0,1.0
2000-03-09 00:00:00+00:00,122.25,125.0,118.25,120.87,2470700,0.929141042,0.9500419653,0.8987396992,0.9186525787,276718676,0.0,1.0
2000-03-10 00:00:00+00:00,125.75,127.94,121.0,121.69,2219700,0.9557422171,0.9723869523,0.9196406224,0.924884854,248606648,0.0,1.0
2000-03-13 00:00:00+00:00,121.31,126.5,119.5,122.12,2713900,0.9219967265,0.9614424689,0.9082401188,0.9281529984,303957103,0.0,1.0
2000-03-14 00:00:00+00:00,114.25,124.25,114.0,121.22,3826600,0.8683383563,0.9443417135,0.8664382723,0.9213126963,428579628,0.0,1.0
2000-03-15 00:00:00+00:00,116.25,120.25,114.12,115.62,3960800,0.8835390277,0.9139403706,0.8673503126,0.8787508162,443610043,0.0,1.0
2000-03-16 00:00:00+00:00,121.56,122.0,114.5,117.31,3375900,0.9238968104,0.9272409581,0.8702384402,0.8915953836,378101178,0.0,1.0
2000-03-17 00:00:00+00:00,125.0,125.0,119.62,120.12,2723600,0.9500419653,0.9500419653,0.9091521591,0.912952327,305043505,0.0,1.0
2000-03-20 00:00:00+00:00,123.0,126.25,122.37,123.5,1825800,0.9348412938,0.9595423849,0.9300530823,0.9386414617,204489804,0.0,1.0
2000-03-21 00:00:00+00:00,134.94,136.75,121.62,122.56,4681500,1.0255893024,1.03934591,0.9243528305,0.9314971461,524328524,0.0,1.0
2000-03-22 00:00:00+00:00,144.19,144.38,131.56,132.78,5071400,1.0958924078,1.0973364716,0.9999001676,1.0091725772,567997367,0.0,1.0
2000-03-23 00:00:00+00:00,141.31,150.38,140.0,142.0,5022900,1.0740034409,1.1429384859,1.0640470011,1.0792476726,562565362,0.0,1.0
2000-03-24 00:00:00+00:00,138.69,143.94,135.5,142.44,3990300,1.0540905613,1.0939923239,1.0298454904,1.0825918203,446914046,0.0,1.0
2000-03-27 00:00:00+00:00,139.56,144.75,136.88,137.63,2492700,1.0607028534,1.1001485958,1.0403339537,1.0460342055,279182679,0.0,1.0
2000-03-28 00:00:00+00:00,139.13,142.0,137.13,137.25,1812200,1.057434709,1.0792476726,1.0422340376,1.0431460779,202966602,0.0,1.0
2000-03-29 00:00:00+00:00,135.94,139.44,133.83,139.38,2141400,1.0331896381,1.0597908131,1.0171529297,1.059334793,239837039,0.0,1.0
2000-03-30 00:00:00+00:00,125.75,137.69,125.44,133.56,3700000,0.9557422171,1.0464902256,0.953386113,1.0151008391,414400414,0.0,1.0
2000-03-31 00:00:00+00:00,135.81,137.25,126.0,127.44,3612800,1.0322015944,1.0431460779,0.957642301,0.9685867844,404634004,0.0,1.0
2000-04-03 00:00:00+00:00,133.31,139.5,129.44,135.5,2933600,1.0132007551,1.0602468333,0.9837874559,1.0298454904,328563528,0.0,1.0
2000-04-04 00:00:00+00:00,127.31,133.0,116.75,132.63,5895800,0.9675987408,1.0108446511,0.8873391956,1.0080325268,660330260,0.0,1.0
2000-04-05 00:00:00+00:00,130.38,132.88,124.0,126.47,4086300,0.9909317715,1.0099326108,0.9424416296,0.9612144588,457666057,0.0,1.0
2000-04-06 00:00:00+00:00,125.19,134.5,123.25,130.63,2318100,0.9514860291,1.0222451546,0.9367413778,0.9928318554,259627459,0.0,1.0
2000-04-07 00:00:00+00:00,131.75,131.88,125.5,127.25,2164600,1.0013442314,1.0023322751,0.9538421331,0.9671427207,242435442,0.0,1.0
2000-04-10 00:00:00+00:00,125.0,132.75,124.75,131.69,1895200,0.9500419653,1.0089445671,0.9481418814,1.0008882113,212262612,0.0,1.0
2000-04-11 00:00:00+00:00,119.44,124.87,118.06,123.5,4837700,0.9077840987,0.9490539216,0.8972956354,0.9386414617,541822941,0.0,1.0
2000-04-12 00:00:00+00:00,109.25,119.0,104.87,119.0,8403000,0.8303366777,0.9044399509,0.7970472072,0.9044399509,941136941,0.0,1.0
2000-04-13 00:00:00+00:00,113.81,120.0,108.5,111.5,4730600,0.8649942085,0.9120402867,0.8246364259,0.847437433,529827729,0.0,1.0
2000-04-14 00:00:00+00:00,111.87,118.0,109.0,109.31,5960900,0.8502495572,0.8968396152,0.8284365937,0.8307926978,667621467,0.0,1.0
2000-04-17 00:00:00+00:00,123.87,123.94,109.06,109.5,3656800,0.9414535859,0.9419856094,0.8288926139,0.8322367616,409562009,0.0,1.0
2000-04-18 00:00:00+00:00,126.87,126.87,119.37,123.5,3490400,0.9642545931,0.9642545931,0.9072520752,0.9386414617,390925190,0.0,1.0
2000-04-19 00:00:00+00:00,121.12,130.25,119.75,126.19,4644200,0.9205526627,0.9899437278,0.9101402027,0.9590863648,520150920,0.0,1.0
2000-04-20 00:00:00+00:00,118.87,124.75,117.06,123.69,6447500,0.9034519073,0.9481418814,0.8896952996,0.9400855255,722120722,0.0,1.0
2000-04-24 00:00:00+00:00,120.5,120.5,114.75,115.0,3960900,0.9158404545,0.9158404545,0.8721385241,0.8740386081,443621243,0.0,1.0
2000-04-25 00:00:00+00:00,128.31,128.75,122.06,122.12,3496800,0.9751990765,0.9785432242,0.9276969783,0.9281529984,391641991,0.0,1.0
2000-04-26 00:00:00+00:00,121.31,128.0,120.0,126.62,3276000,0.9219967265,0.9728429724,0.9120402867,0.9623545092,366912366,0.0,1.0
2000-04-27 00:00:00+00:00,126.75,127.0,116.58,117.19,2916100,0.9633425528,0.9652426367,0.8860471385,0.8906833433,326603526,0.0,1.0
2000-04-28 00:00:00+00:00,124.06,127.5,121.31,127.12,2228400,0.9428976497,0.9690428046,0.9219967265,0.966154677,249581049,0.0,1.0
2000-05-01 00:00:00+00:00,124.31,125.12,121.87,124.87,2019600,0.9447977336,0.9509540056,0.9262529145,0.9490539216,226195426,0.0,1.0
2000-05-02 00:00:00+00:00,117.87,126.25,117.5,123.25,2111000,0.8958515716,0.9595423849,0.8930394474,0.9367413778,236432236,0.0,1.0
2000-05-03 00:00:00+00:00,115.06,121.25,111.62,118.94,4373200,0.8744946282,0.9215407063,0.8483494733,0.9039839308,489798889,0.0,1.0
2000-05-04 00:00:00+00:00,110.69,115.25,110.56,115.12,3567100,0.8412811611,0.875938692,0.8402931175,0.8749506483,399515599,0.0,1.0
2000-05-05 00:00:00+00:00,113.12,114.75,110.72,110.81,2536400,0.8597499769,0.8721385241,0.8415091712,0.8421932014,284077084,0.0,1.0
2000-05-08 00:00:00+00:00,110.12,113.69,110.0,112.09,1650900,0.8369489697,0.8640821683,0.8360369294,0.8519216311,184900984,0.0,1.0
2000-05-09 00:00:00+00:00,105.44,111.25,104.87,110.31,2920900,0.8013793986,0.8455373491,0.7970472072,0.8383930335,327141127,0.0,1.0
2000-05-10 00:00:00+00:00,99.31,105.0,98.75,104.06,4777600,0.7547893406,0.7980352508,0.7505331526,0.7908909353,535091735,0.0,1.0
2000-05-11 00:00:00+00:00,102.81,104.25,99.0,101.37,4462000,0.7813905156,0.792334999,0.7524332365,0.7704460322,499744499,0.0,1.0
2000-05-12 00:00:00+00:00,107.62,110.5,104.77,106.0,2740300,0.8179481304,0.8398370973,0.7962871736,0.8056355866,306913906,0.0,1.0
2000-05-15 00:00:00+00:00,101.0,108.06,100.12,108.06,6061900,0.7676339079,0.8212922781,0.7609456125,0.8212922781,678933478,0.0,1.0
2000-05-16 00:00:00+00:00,105.69,109.06,102.75,104.52,3932600,0.8032794825,0.8288926139,0.7809344955,0.7943870897,440451640,0.0,1.0
2000-05-17 00:00:00+00:00,101.37,103.69,100.37,103.62,3554400,0.7704460322,0.788078811,0.7628456964,0.7875467875,398093198,0.0,1.0
