date,Close,High,Low,Open,Volume,Adj Close,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2000-01-03 00:00:00+00:00,83.63,85.88,82.56,85.88,2193800,17.9945589185,18.478688508,17.7643284026,18.478688508,4387600,0.0,1.0
2000-01-04 00:00:00+00:00,83.63,84.13,82.5,82.94,1851200,17.9945589185,18.1021432717,17.7514182802,17.8460925111,3702400,0.0,1.0
2000-01-05 00:00:00+00:00,85.44,86.56,83.06,83.06,2783800,18.3840142771,18.6250032283,17.8719127558,17.8719127558,5567600,0.0,1.0
2000-01-06 00:00:00+00:00,88.75,89.19,85.31,85.31,2176700,19.0962226954,19.1908969262,18.3560423453,18.3560423453,4353400,0.0,1.0
2000-01-07 00:00:00+00:00,90.31,90.88,89.0,90.0,2243700,19.4318858774,19.5545320401,19.150014872,19.3651835784,4487400,0.0,1.0
2000-01-10 00:00:00+00:00,87.88,90.06,87.69,90.06,1052400,18.9090259208,19.3780937008,18.8681438666,19.3780937008,2104800,0.0,1.0
2000-01-11 00:00:00+00:00,87.06,88.88,86.94,87.88,1395600,18.7325875815,19.1241946272,18.7067673368,18.9090259208,2791200,0.0,1.0
2000-01-12 00:00:00+00:00,86.75,87.63,85.88,87.06,1496300,18.6658852825,18.8552337442,18.478688508,18.7325875815,2992600,0.0,1.0
2000-01-13 00:00:00+00:00,87.56,89.25,86.13,86.5,1626700,18.8401719347,19.2038070486,18.5324806846,18.6120931059,3253400,0.0,1.0
2000-01-14 00:00:00+00:00,87.0,87.44,85.56,85.81,1836500,18.7196774591,18.81435169,18.4098345219,18.4636266985,3673000,0.0,1.0
2000-01-18 00:00:00+00:00,89.31,89.5,86.94,87.5,2158700,19.216717171,19.2575992252,18.7067673368,18.8272618124,4317400,0.0,1.0
2000-01-19 00:00:00+00:00,87.94,89.0,87.75,89.0,2513500,18.9219360432,19.150014872,18.881053989,19.150014872,5027000,0.0,1.0
2000-01-20 00:00:00+00:00,87.5,88.19,86.81,88.19,1709900,18.8272618124,18.9757282198,18.6787954049,18.9757282198,3419800,0.0,1.0
2000-01-21 00:00:00+00:00,88.56,89.88,87.81,87.88,1973900,19.0553406412,19.3393633337,18.8939641114,18.9090259208,3947800,0.0,1.0
2000-01-24 00:00:00+00:00,88.81,90.38,87.94,89.5,1768300,19.1091328178,19.4469476869,18.9219360432,19.2575992252,3536600,0.0,1.0
2000-01-25 00:00:00+00:00,88.56,90.5,87.63,88.81,1927300,19.0553406412,19.4727679316,18.8552337442,19.1091328178,3854600,0.0,1.0
2000-01-26 00:00:00+00:00,87.75,89.75,86.5,89.25,1340500,18.881053989,19.3113914018,18.6120931059,19.2038070486,2681000,0.0,1.0
2000-01-27 00:00:00+00:00,84.31,87.63,83.56,87.31,1775400,18.1408736389,18.8552337442,17.979497109,18.7863797581,3550800,0.0,1.0
2000-01-28 00:00:00+00:00,82.56,83.69,81.88,83.56,2033000,17.7643284026,18.0074690409,17.6180136822,17.979497109,4066000,0.0,1.0
2000-01-31 00:00:00+00:00,83.63,83.94,80.75,82.06,1830300,17.9945589185,18.0612612175,17.374873044,17.6567440494,3660600,0.0,1.0
2000-02-01 00:00:00+00:00,83.19,84.44,82.5,83.38,1305800,17.8998846877,18.1688455707,17.7514182802,17.9407667419,2611600,0.0,1.0
2000-02-02 00:00:00+00:00,82.63,83.94,82.44,82.69,1709400,17.7793902121,18.0612612175,17.7385081578,17.7923003344,3418800,0.0,1.0
2000-02-03 00:00:00+00:00,81.44,82.5,80.63,82.13,1756400,17.5233394514,17.7514182802,17.3490527992,17.6718058588,3512800,0.0,1.0
2000-02-04 00:00:00+00:00,78.56,81.25,78.38,81.25,2112100,16.9036535769,17.4824573972,16.8649232097,17.4824573972,4224200,0.0,1.0
2000-02-07 00:00:00+00:00,79.06,80.0,78.44,79.13,1567800,17.0112379301,17.2134965142,16.8778333321,17.0262997396,3135600,0.0,1.0
2000-02-08 00:00:00+00:00,78.31,80.69,78.31,80.13,1783700,16.8498614003,17.3619629216,16.8498614003,17.241468446,3567400,0.0,1.0
2000-02-09 00:00:00+00:00,75.0,78.69,74.94,78.44,2401200,16.137652982,16.9316255087,16.1247428596,16.8778333321,4802400,0.0,1.0
2000-02-10 00:00:00+00:00,76.81,77.44,74.88,75.56,1916300,16.5271083407,16.6626646257,16.1118327373,16.2581474576,3832600,0.0,1.0
2000-02-11 00:00:00+00:00,74.0,77.63,72.19,77.38,2509900,15.9224842756,16.7035466799,15.533028917,16.6497545033,5019800,0.0,1.0
2000-02-14 00:00:00+00:00,73.81,75.44,73.63,74.19,2519900,15.8816022214,16.2323272129,15.8428718542,15.9633663298,5039800,0.0,1.0
2000-02-15 00:00:00+00:00,77.5,77.69,74.44,74.44,3071700,16.6755747481,16.7164568023,16.0171585064,16.0171585064,6143400,0.0,1.0
2000-02-16 00:00:00+00:00,77.81,78.94,77.31,77.75,2374600,16.8821367063,17.1273084641,16.7736536276,16.8691187368,4749200,0.65,1.0
2000-02-17 00:00:00+00:00,77.75,78.19,76.56,78.13,1867900,16.8691187368,16.9645838461,16.6109290095,16.9515658766,3735800,0.0,1.0
2000-02-18 00:00:00+00:00,76.19,77.75,75.81,77.5,1785200,16.5306515313,16.8691187368,16.4482043915,16.8148771975,3570400,0.0,1.0
2000-02-22 00:00:00+00:00,75.69,76.19,74.25,75.06,1763200,16.4221684526,16.5306515313,16.109737186,16.2854797734,3526400,0.0,1.0
2000-02-23 00:00:00+00:00,73.25,75.06,72.81,75.0,1885000,15.8927710286,16.2854797734,15.7973059193,16.272461804,3770000,0.0,1.0
2000-02-24 00:00:00+00:00,71.44,73.56,71.38,73.31,2707800,15.5000622837,15.9600305374,15.4870443143,15.905788998,5415600,0.0,1.0
2000-02-25 00:00:00+00:00,71.06,72.75,69.94,72.0,3226700,15.4176151439,15.7842879499,15.1746130476,15.6215633318,6453400,0.0,1.0
