date,Close,High,Low,Open,Volume,Adj Close,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2000-01-03 00:00:00+00:00,33.0,33.25,33.0,33.25,336400,18.3516406873,18.4906682683,18.3516406873,18.4906682683,336400,0.0,1.0
2000-01-04 00:00:00+00:00,32.56,33.0,32.19,32.5,494400,18.1069521448,18.3516406873,17.901191325,18.0735855254,494400,0.0,1.0
2000-01-05 00:00:00+00:00,32.88,33.31,32.56,32.56,736000,18.2849074484,18.5240348877,18.1069521448,18.1069521448,736000,0.0,1.0
2000-01-06 00:00:00+00:00,32.94,33.38,31.81,32.31,660400,18.3182740679,18.5629626104,17.6898694019,17.9679245638,660400,0.0,1.0
2000-01-07 00:00:00+00:00,34.25,34.75,33.31,33.44,594700,19.0467785921,19.3248337541,18.5240348877,18.5963292298,594700,0.0,1.0
2000-01-10 00:00:00+00:00,33.63,34.75,33.13,34.75,389900,18.7019901913,19.3248337541,18.4239350294,19.3248337541,389900,0.0,1.0
2000-01-11 00:00:00+00:00,33.25,33.75,32.88,33.38,812900,18.4906682683,18.7687234302,18.2849074484,18.5629626104,812900,0.0,1.0
2000-01-12 00:00:00+00:00,33.31,33.63,32.75,33.0,561500,18.5240348877,18.7019901913,18.2126131063,18.3516406873,561500,0.0,1.0
2000-01-13 00:00:00+00:00,34.0,34.19,33.31,33.31,589600,18.9077510112,19.0134119727,18.5240348877,18.5240348877,589600,0.0,1.0
2000-01-14 00:00:00+00:00,34.0,34.69,33.63,33.94,599300,18.9077510112,19.2914671346,18.7019901913,18.8743843917,599300,0.0,1.0
2000-01-18 00:00:00+00:00,32.75,33.75,32.5,33.75,945900,18.2126131063,18.7687234302,18.0735855254,18.7687234302,945900,0.0,1.0
2000-01-19 00:00:00+00:00,32.81,33.25,32.38,32.5,988100,18.2459797258,18.4906682683,18.0068522865,18.0735855254,988100,0.0,1.0
2000-01-20 00:00:00+00:00,32.63,32.81,32.25,32.75,943400,18.1458798675,18.2459797258,17.9345579444,18.2126131063,943400,0.0,1.0
2000-01-21 00:00:00+00:00,31.5,32.06,31.0,32.0,1000300,17.5174752015,17.8288969829,17.2394200396,17.7955303634,1000300,0.0,1.0
2000-01-24 00:00:00+00:00,32.13,32.44,31.31,31.63,586500,17.8678247055,18.0402189059,17.41181424,17.5897695436,586500,0.0,1.0
2000-01-25 00:00:00+00:00,31.38,32.81,31.25,32.13,609700,17.4507419627,18.2459797258,17.3784476206,17.8678247055,609700,0.0,1.0
2000-01-26 00:00:00+00:00,32.38,32.44,31.19,31.44,503300,18.0068522865,18.0402189059,17.3450810011,17.4841085821,503300,0.0,1.0
2000-01-27 00:00:00+00:00,30.56,32.38,29.81,32.0,1316500,16.9947314971,18.0068522865,16.5776487542,17.7955303634,1316500,0.0,1.0
2000-01-28 00:00:00+00:00,30.0,30.19,29.31,30.06,814900,16.6833097157,16.7889706773,16.2995935923,16.7166763352,814900,0.0,1.0
2000-01-31 00:00:00+00:00,30.19,30.19,29.13,29.81,612200,16.7889706773,16.7889706773,16.199493734,16.5776487542,612200,0.0,1.0
2000-02-01 00:00:00+00:00,29.31,30.0,27.5,30.0,1023000,16.2995935923,16.6833097157,15.2930339061,16.6833097157,1023000,0.0,1.0
2000-02-02 00:00:00+00:00,27.88,29.38,27.5,29.38,1416900,15.5043558292,16.3385213149,15.2930339061,16.3385213149,1416900,0.0,1.0
2000-02-03 00:00:00+00:00,26.63,27.88,26.38,27.88,1374600,14.8092179243,15.5043558292,14.6701903434,15.5043558292,1374600,0.0,1.0
2000-02-04 00:00:00+00:00,26.75,27.19,25.75,26.75,1507200,14.8759511632,15.1206397057,14.3198408393,14.8759511632,1507200,0.0,1.0
2000-02-07 00:00:00+00:00,26.63,27.0,26.25,26.75,1126800,14.8092179243,15.0149787442,14.5978960013,14.8759511632,1126800,0.0,1.0
2000-02-08 00:00:00+00:00,26.31,26.81,26.13,26.75,1073900,14.6312626207,14.9093177826,14.5311627624,14.8759511632,1073900,0.0,1.0
2000-02-09 00:00:00+00:00,25.44,26.44,25.31,26.25,1127900,14.1474466389,14.7035569628,14.0751522968,14.5978960013,1127900,0.0,1.0
2000-02-10 00:00:00+00:00,24.5,25.25,24.19,25.0,3271100,13.6247029345,14.0417856774,13.4523087341,13.9027580964,3271100,0.0,1.0
2000-02-11 00:00:00+00:00,24.38,24.75,23.75,24.56,680900,13.5579696957,13.7637305155,13.2076201916,13.6580695539,680900,0.0,1.0
2000-02-14 00:00:00+00:00,24.25,24.56,24.06,24.25,436300,13.4856753535,13.6580695539,13.380014392,13.4856753535,436300,0.0,1.0
2000-02-15 00:00:00+00:00,24.31,24.63,24.19,24.5,689700,13.519041973,13.6969972766,13.4523087341,13.6247029345,689700,0.0,1.0
2000-02-16 00:00:00+00:00,24.5,24.94,24.31,24.31,1297000,13.6247029345,13.869391477,13.519041973,13.519041973,1297000,0.0,1.0
2000-02-17 00:00:00+00:00,24.63,25.13,24.25,24.88,562200,13.6969972766,13.9750524385,13.4856753535,13.8360248576,562200,0.0,1.0
2000-02-18 00:00:00+00:00,23.63,24.69,23.13,24.56,529900,13.1408869528,13.730363896,12.8628317908,13.6580695539,529900,0.0,1.0
2000-02-22 00:00:00+00:00,23.88,24.5,23.06,23.63,966400,13.2799145337,13.6247029345,12.8239040682,13.1408869528,966400,0.0,1.0
2000-02-23 00:00:00+00:00,23.75,24.13,23.5,23.75,1101500,13.2076201916,13.4189421147,13.0685926107,13.2076201916,1101500,0.0,1.0
2000-02-24 00:00:00+00:00,22.75,23.75,22.25,23.63,803000,12.6515098678,13.2076201916,12.3734547058,13.1408869528,803000,0.0,1.0
2000-02-25 00:00:00+00:00,22.88,23.75,22.81,23.5,545200,12.7238042099,13.2076201916,12.6848764872,13.0685926107,545200,0.0,1.0
2000-02-28 00:00:00+00:00,23.06,23.63,23.06,23.19,971800,12.8239040682,13.1408869528,12.8239040682,12.8961984103,971800,0.0,1.0
2000-02-29 00:00:00+00:00,22.38,23.56,22.25,23.13,1211500,12.4457490479,13.1019592301,12.3734547058,12.8628317908,1211500,0.0,1.0
2000-03-01 00:00:00+00:00,22.56,23.25,21.75,22.5,1397000,12.5458489062,12.9295650297,12.0953995439,12.5124822868,1397000,0.0,1.0
2000-03-02 00:00:00+00:00,22.63,23.06,22.06,22.56,1166300,12.5847766289,12.8239040682,12.2677937443,12.5458489062,1166300,0.0,1.0
2000-03-03 00:00:00+00:00,22.56,23.44,22.31,22.56,668600,12.5458489062,13.0352259912,12.4068213253,12.5458489062,668600,0.0,1.0
2000-03-06 00:00:00+00:00,22.44,22.69,22.19,22.31,793900,12.4791156674,12.6181432483,12.3400880864,12.4068213253,793900,0.0,1.0
2000-03-07 00:00:00+00:00,22.06,22.69,22.06,22.44,885100,12.2677937443,12.6181432483,12.2677937443,12.4791156674,885100,0.0,1.0
2000-03-08 00:00:00+00:00,21.75,22.5,21.38,22.13,661200,12.0953995439,12.5124822868,11.8896387241,12.306721467,661200,0.0,1.0
2000-03-09 00:00:00+00:00,22.75,23.19,21.31,21.38,1607800,12.6515098678,12.8961984103,11.8507110014,11.8896387241,1607800,0.0,1.0
2000-03-10 00:00:00+00:00,23.0,23.25,22.63,22.75,634300,12.7905374487,12.9295650297,12.5847766289,12.6515098678,634300,0.0,1.0
2000-03-13 00:00:00+00:00,22.5,22.75,22.25,22.75,1183300,12.5124822868,12.6515098678,12.3734547058,12.6515098678,1183300,0.0,1.0
